State Date       Time   Providers Details
WA    2022-02-16 18-37  +88       ['WA,Auburn,98002,Healthpoint Auburn', 'WA,Bellingham,98225,Peacehealth St Joseph Med Ctr', 'WA,Bonney Lake,98391,Safeway Pharmacy', 'WA,Brewster,98812,Three Rivers Hospital', 'WA,Chehalis,98532,Valley View Health Center Chehalis', 'WA,Clarkston,99403,Tri-State Memorial Hospital', 'WA,Cle Elum,98922,Cle Elum Pharmacy', 'WA,Coupeville,98239,Whidbey Health Medical Center', 'WA,Davenport,,99122,Lincoln Hospital', 'WA,Dayton,99328,Columbia County Health System', 'WA,Dayton,99328,Elk Drug Inc', 'WA,Ellensburg,98926,Comm Hlth Of Central Wa-Ellensburg', 'WA,Everett,98201,Safeway Pharmacy', 'WA,Everett,98208,Safeway Pharmacy', 'WA,Everson,98247,Nooksack Valley Drug', 'WA,Fairchild Afb,99011,Fairchild Afb', 'WA,Fircrest,98466,Fircrest Pharmacy', 'WA,Fort Lewis,98431,Madigan Army Medical Center', 'WA,Hoquiam,98550,Harbor Drug', 'WA,Issaquah,98029,Safeway Pharmacy', 'WA,Kennewick,99336,On Scene Medical Services, P.C.', 'WA,Kent,98032,King County Mrjc- Pharmacy', 'WA,Kingston,98346,Port Gamble Sklallam Tribe Ctr', 'WA,Kirkland,98033,Safeway Pharmacy', 'WA,Lacey,98516,Safeway Pharmacy', 'WA,Lake Stevens,98258,Safeway Pharmacy', 'WA,Lakewood,98499,Safeway Pharmacy', 'WA,Long Beach,98631,Long Beach Pharmacy', 'WA,Longview,98632,Safeway Pharmacy', 'WA,Maple Valley,98038,Safeway Pharmacy', 'WA,Monroe,98272,Providence Monroe Walk In Clinic', 'WA,Monroe,98272,Safeway Pharmacy', 'WA,Montesano,98563,Pioneer Family Medicine', 'WA,Moses Lake,98837,Samaritan Healthcare', 'WA,Newcastle,98059,Safeway Pharmacy', 'WA,Nine Mile Falls,99026,Suncrest Pharmacy', 'WA,Ocean Park,98640,Ocean Park Pharmacy', 'WA,Odessa,99159,Odessa Drug', 'WA,Olympia,98506,Samys Drug Store', 'WA,Omak,98841,Omak Pharmacy', 'WA,Orting,98360,Safeway Pharmacy', 'WA,Pomeroy,99347,Garfield County Memorial Hospital D', 'WA,Pomeroy,99347,Pomeroy Pharmacy Inc', 'WA,Port Orchard,98366,Washington Veterans Home', 'WA,Port Townsend,98368,Dons Pharmacy', 'WA,Poulsbo,98370,Safeway Pharmacy', 'WA,Prosser,99350,Prosser Pharmacy', 'WA,Pullman,99163,Safeway Pharmacy', 'WA,Pullman,99163,Sids Pharmacy', 'WA,Puyallup,98373,Safeway Pharmacy', 'WA,Quincy,98848,Quincy Valley Medical Center', 'WA,Seattle,98104,Easterns Pharmacy', 'WA,Seattle,98104,King County Correctional Facility', 'WA,Seattle,98104,Med Northwest', 'WA,Seattle,98108,Sea Mar Chc - Seattle 8720 14Th Ave', 'WA,Seattle,98109,Seattle Cancer Care Alliance', 'WA,Seattle,98112,Safeway Pharmacy', 'WA,Seattle,98121,Downtown Public Health Center', 'WA,Seattle,98134,Uscg Base Seattle Medical', 'WA,Seattle,98168,Discovery Health Main Office', 'WA,Selah,98942,Yakima Valley School Pharmacy', 'WA,Shelton,98584,Shelton Pharmacy', 'WA,Shoreline,98155,Safeway Pharmacy', 'WA,Snoqualmie,98065,Snoqualmie Valley Hospital', 'WA,Spokane,99202,Multicare Rockwood Clinic Pharmacy', 'WA,Spokane,99204,Multicare Deaconess Hospital', 'WA,Spokane,99204,Sixth Avenue Pharmacy', 'WA,Spokane,99205,Riverpoint Pharmacy', 'WA,Spokane,99205,V20 668 Spokane, Wa', 'WA,Spokane,99206,Spokane Pharmerica Ltc', 'WA,Spokane,99207,Omnicare Of Spokane', 'WA,Spokane,99208,Sav-On Pharmacy', 'WA,Sultan,98294,Invara Pharmacy', 'WA,Tacoma,98404,Puyallup Tribal Health Authority', 'WA,Tacoma,98405,Multicare Med Ctr Ed Pharm.', 'WA,Tacoma,98405,Vmfh Sjmc - Tacoma', 'WA,Tacoma,98407,Valmed Llc', 'WA,Tenino,98589,Heddens Pharmacy', 'WA,Tonasket,98855,North Valley Hospital', 'WA,Vancouver,98661,V20 648A4 Vancouver (Mis Hosp), Wa', 'WA,Vancouver,98686,Safeway Pharmacy', 'WA,Walla Walla,99362,Pmg Walla Walla Family Medicine', 'WA,Walla Walla,99362,Safeway Pharmacy', 'WA,Wellpinit,99040,Wellpinit Service Unit', 'WA,Wenatchee,98801,Safeway Pharmacy', 'WA,Yakima,98902,Safeway Pharmacy', 'WA,Yakima,98902,Yakima Valley Memorial Hospital', 'WA,Yelm,98597,Tims Pharmacy And Gift Shop']
WA    2022-02-16 18-37  -3        ['WA,Elma,98541,East County Pharmacy', 'WA,Spokane,99207,Omnicare Of Spokane #48375', 'WA,Vashon,98070,Vashon Pharmacy']
WA    2022-02-18 16-04  +4        ['WA,Elma,98541,Summit Pacific Medical Center', 'WA,Everett,98201,Providence Regional Med Ctr Everett', 'WA,Liberty Lake,99019,Safeway Pharmacy', 'WA,Mount Vernon,98273,Safeway Pharmacy']
WA    2022-02-22 09-09  -5        ['WA,Elma,98541,Summit Pacific Medical Center', 'WA,Everett,98201,Providence Regional Med Ctr Everett', 'WA,Longview,98632,Safeway Pharmacy', 'WA,Spokane,99205,V20 668 Spokane, Wa', 'WA,Vancouver,98661,V20 648A4 Vancouver (Mis Hosp), Wa']
WA    2022-02-24 09-51  +3        ['WA,Longview,98632,Safeway Pharmacy', 'WA,Omak,98841,Mid-Valley Hospital', 'WA,University Place,98466,University Place Medical Clinic']
WA    2022-02-24 09-51  -1        ['WA,Seattle,98133,Uw Medical Center']
WA    2022-03-03 09-56  +22       ['WA,Burien,98166,Cvs Store #10373', 'WA,Ellensburg,98926,Safeway Pharmacy', 'WA,Everett,98204,Cvs Store #10747', 'WA,Federal Way,98023,Cvs Store #10659', 'WA,Gig Harbor,98332,Cvs Store #16560', 'WA,Kennewick,99336,Safeway Pharmacy', 'WA,Lakewood,98499,Cvs Store #11023', 'WA,Leavenworth,98826,Safeway Pharmacy', 'WA,Lynnwood,98036,Cvs Store #10450', 'WA,Marysville,98271,Cvs Store #17272', 'WA,Monroe,98272,Pharm A Save Monroe', 'WA,Mount Vernon,98274,Skagit Valley Hospital', 'WA,Poulsbo,98370,Cvs Store #10473', 'WA,Renton,98055,Cvs Store #10285', 'WA,Richland,99352,Sav-On Pharmacy', 'WA,Seattle,98103,Cvs Store #10387', 'WA,Seattle,98109,Cvs Store #10331', 'WA,Seattle,98199,Cvs Store #10794', 'WA,Vancouver,98664,The Vancouver Clinic - 87Th Avenue', 'WA,Walla Walla,99362,Providence Internal Medicine', 'WA,Wenatchee,98801,Sav-On Pharmacy', 'WA,Yakima,98903,Safeway Pharmacy']
WA    2022-03-03 09-56  -3        ['WA,Bellevue,98006,Rheumatology And Autoimmune Center', 'WA,Mount Vernon,98274,Skagit Regional Health', 'WA,Wenatchee,98801,Safeway Pharmacy']
WA    2022-03-03 10-04  +15       ['WA,Bremerton,98312,Rite Aid 05254', 'WA,Covington,98042,Rite Aid 05198', 'WA,Enumclaw,98022,Rite Aid 05185', 'WA,Ephrata,98823,Rite Aid 06347', 'WA,Kelso,98626,Rite Aid 05287', 'WA,Kingston,98346,Rite Aid 06462', 'WA,Longview,98632,Peacehealth St John Med Pharmacy', 'WA,Lynden,98264,Rite Aid 05242', 'WA,Mount Vernon,98273,Rite Aid 05245', 'WA,Port Angeles,98362,Rite Aid 05258', 'WA,Poulsbo,98370,Rite Aid 05261', 'WA,Sequim,98382,Rite Aid 05265', 'WA,Sunnyside,98944,Rite Aid 05300', 'WA,Union Gap,98903,Rite Aid 05297', 'WA,Yakima,98902,Rite Aid 04063']
WA    2022-03-08 14-40  +27       ['WA,Anacortes,98221,Walgreens Store #07131', 'WA,Auburn,98002,Walgreens Store #07594', 'WA,Auburn,98092,Walgreens Store #07677', 'WA,Battle Ground,98604,Walgreens Store #01084', 'WA,Bothell,98021,Walgreens Store #06614', 'WA,Bremerton,98310,Walgreens Store #05912', 'WA,Bremerton,98311,Walgreens Store #06423', 'WA,Burlington,98233,Walgreens Store #11300', 'WA,Chehalis,98532,Walgreens Store #10395', 'WA,Clarkston,99403,Walgreens Store #16025', 'WA,East Wenatchee,98802,Walgreens Store #13971', 'WA,Edgewood,98371,Walgreens Store #06260', 'WA,Ferndale,98248,Walgreens Store #07782', 'WA,Gig Harbor,98332,Walgreens Store #12910', 'WA,Graham,98338,Walgreens Store #07173', 'WA,Kennewick,99336,Walgreens Store #10195', 'WA,Lakewood,98498,Dshs Bha - Washington State Hospita', 'WA,Liberty Lake,99019,Walgreens Store #10788', 'WA,Lynden,98264,Fcn Lynden Urgent Care Center', 'WA,Maple Valley,98038,Walgreens Store #15203', 'WA,Moses Lake,98837,Safeway Pharmacy', 'WA,Moses Lake,98837,Walgreens Store #02647', 'WA,Mount Vernon,98273,Family Care Network Mount Vernon Ur', 'WA,Olympia,98502,Walgreens Store #05571', 'WA,Pasco,99301,Walgreens Store #01078', 'WA,Vancouver,98684,Peacehealth Southwest Pharmacy', 'WA,Wenatchee,98801,Safeway Pharmacy']
WA    2022-03-16 18-51  +6        ['WA,Enumclaw,98022,Walgreens Store #07136', 'WA,Everett,98201,Providence Regional Med Ctr Everett', 'WA,Everson,98247,Nooksack Tribal Health Clinic', 'WA,Neah Bay,98357,Sophie Trettevick Health Center', 'WA,Seattle,98118,Sy Pharmacy + Wellness (3579)', 'WA,Vancouver,98664,Fred Meyer Pharmacy 70100069']
WA    2022-03-16 18-51  -117      ['WA,Aberdeen,98520,City Center Drug', 'WA,Anacortes,98221,Island Medical Center Pharmacy', 'WA,Auburn,98092,Muckleshoot Health Wellness Center', 'WA,Bellingham,98225,Family Care Network Clinic', 'WA,Bellingham,98225,Peacehealth St Joseph Med Ctr', 'WA,Bellingham,98229,Hoagland Pharmacy - Ltc', 'WA,Brewster,98812,Brewster Pharmacy', 'WA,Brewster,98812,Three Rivers Hospital', 'WA,Centralia,98531,Centralia Pharmacy', 'WA,Chehalis,98532,Valley View Health Center Chehalis', 'WA,Chelan,98816,Lake Chelan Community Hospital', 'WA,Cheney,99004,Cheney Owl Pharmacy', 'WA,Clarkston,99403,Tri-State Memorial Hospital', 'WA,Cle Elum,98922,Cle Elum Pharmacy', 'WA,Coupeville,98239,Whidbey Health Medical Center', 'WA,Dayton,99328,Columbia County Health System', 'WA,Dayton,99328,Elk Drug Inc', 'WA,Ellensburg,98926,Comm Hlth Of Central Wa-Ellensburg', 'WA,Elma,98541,Elma Pharmacy', 'WA,Everett,98201,Pmg Nw Regional Medical Center Ever', 'WA,Everett,98204,Cvs Store #10747', 'WA,Everson,98247,Nooksack Valley Drug', 'WA,Fairchild Afb,99011,Fairchild Afb', 'WA,Federal Way,98023,Cvs Store #10659', 'WA,Fircrest,98466,Fircrest Pharmacy', 'WA,Forks,98331,Chinook Pharmacy', 'WA,Fort Lewis,98431,Madigan Army Medical Center', 'WA,Friday Harbor,98250,Peace Island Medical Center', 'WA,Goldendale,98620,K C Pharmacy Inc', 'WA,Grand Coulee,99133,Coulee Owl Pharmacy', 'WA,Hoquiam,98550,Harbor Drug', 'WA,Ilwaco,98624,Ilwaco Pharmacy', 'WA,Kennewick,99336,On Scene Medical Services, P.C.', 'WA,Kent,98032,King County Mrjc- Pharmacy', 'WA,Kingston,98346,Port Gamble Sklallam Tribe Ctr', 'WA,Lacey,98516,Safeway Pharmacy', 'WA,Leavenworth,98826,Cascade Medical Family Practice', 'WA,Long Beach,98631,Long Beach Pharmacy', 'WA,Lynden,98264,Fcn Lynden Urgent Care Center', 'WA,Lynnwood,98036,Cvs Store #10450', 'WA,Medical Lake,99022,Eastern State Hospital', 'WA,Monroe,98272,Pharm A Save Monroe', 'WA,Monroe,98272,Providence Monroe Walk In Clinic', 'WA,Montesano,98563,Pioneer Family Medicine', 'WA,Morton,98356,Arbor Health Morton Hospital', 'WA,Moses Lake,98837,Samaritan Healthcare', 'WA,Mount Vernon,98273,Family Care Network Mount Vernon Ur', 'WA,Nine Mile Falls,99026,Suncrest Pharmacy', 'WA,Oak Harbor,98277,Island Drug', 'WA,Ocean Park,98640,Ocean Park Pharmacy', 'WA,Odessa,99159,Odessa Drug', 'WA,Olympia,98506,Samys Drug Store', 'WA,Omak,98841,Mid-Valley Hospital', 'WA,Omak,98841,Omak Pharmacy', 'WA,Orting,98360,Safeway Pharmacy', 'WA,Pasco,99301,West Pasco Pharmacy', 'WA,Pomeroy,99347,Garfield County Memorial Hospital D', 'WA,Pomeroy,99347,Pomeroy Pharmacy Inc', 'WA,Port Orchard,98366,Washington Veterans Home', 'WA,Port Townsend,98368,Dons Pharmacy', 'WA,Port Townsend,98368,Jefferson Healthcare', 'WA,Poulsbo,98370,Cvs Store #10473', 'WA,Prosser,99350,Prosser Pharmacy', 'WA,Pullman,99163,Pullman Regional Hospital', 'WA,Pullman,99163,Sids Pharmacy', 'WA,Puyallup,98373,Safeway Pharmacy', 'WA,Quincy,98848,Quincy Valley Medical Center', 'WA,Renton,98055,Cvs Store #10285', 'WA,Renton,98057,South Sound Cancer Services', 'WA,Republic,99166,Ferry County Public Hospital Distri', 'WA,Richland,99352,Empowered Health Institute', 'WA,Richland,99352,Rx Pharmacy', 'WA,Seattle,98104,Easterns Pharmacy', 'WA,Seattle,98104,King County Correctional Facility', 'WA,Seattle,98104,Med Northwest', 'WA,Seattle,98105,Seattle Childrens Hospital', 'WA,Seattle,98108,Sea Mar Chc - Seattle 8720 14Th Ave', 'WA,Seattle,98109,Cvs Store #10331', 'WA,Seattle,98118,Neighborcare Hlth At Rainier Beach', 'WA,Seattle,98121,Downtown Public Health Center', 'WA,Seattle,98134,Uscg Base Seattle Medical', 'WA,Seattle,98144,Seattle Indian Health Board', 'WA,Seattle,98168,Discovery Health Main Office', 'WA,Sedro Woolley,98284,Peacehealth United General Medial C', 'WA,Selah,98942,Yakima Valley School Pharmacy', 'WA,Shelton,98584,Shelton Pharmacy', 'WA,Shoreline,98155,Fircrest School', 'WA,Silverdale,98383,Kitsap General Surgery', 'WA,Snoqualmie,98065,Snoqualmie Valley Hospital', 'WA,Spokane,99202,Multicare Rockwood Clinic Pharmacy', 'WA,Spokane,99204,Multicare Deaconess Hospital', 'WA,Spokane,99204,Sixth Avenue Pharmacy', 'WA,Spokane,99205,Riverpoint Pharmacy', 'WA,Spokane,99206,Spokane Pharmerica Ltc', 'WA,Spokane,99207,Omnicare Of Spokane', 'WA,Spokane,99218,Country Homes Nurse Practitioners', 'WA,Sultan,98294,Invara Pharmacy', 'WA,Tacoma,98404,Puyallup Tribal Health Authority', 'WA,Tacoma,98405,Multicare Med Ctr Ed Pharm.', 'WA,Tacoma,98405,Vmfh Sjmc - Tacoma', 'WA,Tacoma,98407,Valmed Llc', 'WA,Tacoma,98418,Lincoln Pharmacy', 'WA,Taholah,98587,Roger Saux Hc', 'WA,Tenino,98589,Heddens Pharmacy', 'WA,Tonasket,98855,North Valley Hospital', 'WA,Toppenish,98948,Gibbons Pharmacy', 'WA,Tukwila,98168,Providence Oral Dose Pharmacy', 'WA,University Place,98466,University Place Medical Clinic', 'WA,Vancouver,98664,The Vancouver Clinic - 87Th Avenue', 'WA,Vancouver,98686,Legacy Salmon Creek Hospital', 'WA,Walla Walla,99362,Safeway Pharmacy', 'WA,Walla Walla,99362,Tallmans Pharmacy', 'WA,Waterville,98858,Confluence Hlth-Waterville Clinic', 'WA,Wellpinit,99040,Wellpinit Service Unit', 'WA,Wenatchee,98801,Wenatchee Valley Hospital And Clini', 'WA,Yakima,98902,Yakima Valley Memorial Hospital', 'WA,Yelm,98597,Tims Pharmacy And Gift Shop']
WA    2022-03-18 09-58  +33       ['WA,Bellingham,98225,Family Care Network Clinic', 'WA,Bremerton,,Rite Aid 05254', 'WA,Bremerton,98311,Safeway Pharmacy', 'WA,Centralia,,Providence Centralia', 'WA,Chelan,98816,Walmart Pharmacy #3754', 'WA,Clarkston,99403,Walmart Pharmacy #2006', 'WA,Enumclaw,,Rite Aid 05185', 'WA,Ephrata,,Rite Aid 06347', 'WA,Federal Way,98003,Safeway Pharmacy', 'WA,Kelso,,Rite Aid 05287', 'WA,Kent,98030,Walgreens Store #03518', 'WA,Kingston,,Rite Aid 06462', 'WA,Lacey,98503,Walmart Pharmacy #4757', 'WA,Lynden,,Rite Aid 05242', 'WA,Lynden,98264,Fcn Lynden Urgent Care Center', 'WA,Mount Vernon,98273,Family Care Network Mount Vernon Ur', 'WA,Omak,98841,Walmart Pharmacy #1947', 'WA,Port Angeles,,Rite Aid 05258', 'WA,Port Orchard,98366,Walgreens Store #05698', 'WA,Port Townsend,98368,Jefferson Healthcare', 'WA,Poulsbo,,Rite Aid 05261', 'WA,Pullman,99163,Walmart Pharmacy #1870', 'WA,Renton,,Kaiser Perm Supply Main', 'WA,Renton,98057,South Sound Cancer Services', 'WA,Sequim,,Rite Aid 05265', 'WA,Shelton,,Mason General Hosp Fam Of Clinics', 'WA,Shelton,98584,Walmart Pharmacy #2121', 'WA,Spokane,99207,Omnicare Of Spokane #48375', 'WA,Sunnyside,,Rite Aid 05300', 'WA,Tacoma,98444,Sav-On Pharmacy', 'WA,Tumwater,98512,Walmart Pharmacy #3850', 'WA,Union Gap,,Rite Aid 05297', 'WA,Yakima,,Rite Aid 04063']
WA    2022-03-18 09-58  -25       ['WA,Bremerton,98312,Rite Aid 05254', 'WA,Centralia,98531,Providence Centralia', 'WA,Covington,98042,Rite Aid 05198', 'WA,Davenport,,99122,Lincoln Hospital', 'WA,Enumclaw,98022,Rite Aid 05185', 'WA,Ephrata,98823,Rite Aid 06347', 'WA,Everett,98201,Providence Regional Med Ctr Everett', 'WA,Federal Way,98003,Angel Pharmacy', 'WA,Kelso,98626,Rite Aid 05287', 'WA,Kingston,98346,Rite Aid 06462', 'WA,Lynden,98264,Rite Aid 05242', 'WA,Monroe,98272,Credena Health Pharmacy Monroe', 'WA,Neah Bay,98357,Sophie Trettevick Health Center', 'WA,Newport,99156,Newport Hospital And Health', 'WA,Port Angeles,98362,Rite Aid 05258', 'WA,Poulsbo,98370,Rite Aid 05261', 'WA,Renton,98057,Kaiser Perm Supply Main', 'WA,Sequim,98382,Rite Aid 05265', 'WA,Shelton,98584,Mason General Hosp Fam Of Clinics', 'WA,Sunnyside,98944,Rite Aid 05300', 'WA,Toppenish,98948,Yvfwc  Toppenish', 'WA,Union Gap,98903,Rite Aid 05297', 'WA,Walla Walla,99362,Providence Saint Mary Med Ctr', 'WA,Yakima,98902,Central Wa Family Medicine', 'WA,Yakima,98902,Rite Aid 04063']
WA    2022-03-18 11-17  +41       ['WA,Bainbridge Island,98110,Rite Aid 05215', 'WA,Bainbridge Island,98110,Walgreens Store #15673', 'WA,Bellingham,98225,Walgreens Store #16095', 'WA,Blaine,98230,Rite Aid 05241', 'WA,Bremerton,98312,Rite Aid 05254', 'WA,Centralia,98531,Providence Centralia', 'WA,Chehalis,98532,Rite Aid 05285', 'WA,Enumclaw,98022,Rite Aid 05185', 'WA,Ephrata,98823,Rite Aid 06347', 'WA,Kelso,98626,Rite Aid 05287', 'WA,Kingston,98346,Rite Aid 06462', 'WA,Lacey,98503,Rite Aid 05279', 'WA,Lynden,98264,Rite Aid 05242', 'WA,Marysville,98270,Walgreens Store #15158', 'WA,Moses Lake,98837,Rite Aid 05293', 'WA,Olympia,98502,Safeway Pharmacy', 'WA,Omak,98841,Rite Aid 05295', 'WA,Othello,99344,Walmart Pharmacy #3217', 'WA,Port Angeles,98362,Rite Aid 05258', 'WA,Port Orchard,98366,Rite Aid 05260', 'WA,Poulsbo,98370,Rite Aid 05261', 'WA,Puyallup,98373,Walgreens Store #06102', 'WA,Renton,98057,Kaiser Perm Supply Main', 'WA,Seattle,98105,Seattle Childrens Hospital', 'WA,Seattle,98115,Rite Aid 05216', 'WA,Sequim,98382,Rite Aid 05265', 'WA,Shelton,98584,Mason General Hosp Fam Of Clinics', 'WA,Spokane,99203,Walgreens Store #10946', 'WA,Stanwood,98292,Rite Aid 05250', 'WA,Sunnyside,98944,Rite Aid 05300', 'WA,Tacoma,98444,Rite Aid 05274', 'WA,Tacoma,98444,Walgreens Store #03581', 'WA,Tacoma,98444,Walgreens Store #05697', 'WA,Tukwila,98168,Omnicare Of Seattle #48376', 'WA,Union Gap,98903,Rite Aid 05297', 'WA,Washougal,98671,Rite Aid 04067', 'WA,Wenatchee,98801,Wenatchee Valley Hospital And Clini', 'WA,Woodinville,98072,Rite Aid 05205', 'WA,Yakima,98902,Rite Aid 04063', 'WA,Yakima,98902,Rite Aid 05296', 'WA,Yelm,98597,Rite Aid 05286']
WA    2022-03-18 11-17  -26       ['WA,Auburn,98002,Healthpoint Auburn', 'WA,Bremerton,,Rite Aid 05254', 'WA,Centralia,,Providence Centralia', 'WA,Enumclaw,,Rite Aid 05185', 'WA,Ephrata,,Rite Aid 06347', 'WA,Issaquah,98029,Swedish - Issaquah', 'WA,Kelso,,Rite Aid 05287', 'WA,Kingston,,Rite Aid 06462', 'WA,Lynden,,Rite Aid 05242', 'WA,Moses Lake,98837,Moses Lake Community Health Center', 'WA,Omak,98841,Family Health Centers Omak', 'WA,Othello,99344,Othello Clinic', 'WA,Port Angeles,,Rite Aid 05258', 'WA,Poulsbo,,Rite Aid 05261', 'WA,Renton,,Kaiser Perm Supply Main', 'WA,Renton,98055,Valley Medical Center Hospital', 'WA,Seattle,98104,Ichs Intl Dist Med + Dent Clinic', 'WA,Seattle,98122,Credena Health Pharmacy First Hill', 'WA,Sequim,,Rite Aid 05265', 'WA,Shelton,,Mason General Hosp Fam Of Clinics', 'WA,Spokane,99208,Providence Holy Family Hospital', 'WA,Sunnyside,,Rite Aid 05300', 'WA,Union Gap,,Rite Aid 05297', 'WA,White Salmon,98672,Skyline Hospital', 'WA,Yakima,,Rite Aid 04063', 'WA,Yakima,98901,Yakima Nbh Hlth Svcs - 8Th St Clin']
WA    2022-03-19 11-58  +7        ['WA,Auburn,98092,Muckleshoot Health Wellness Center', 'WA,Kenmore,98028,Safeway Pharmacy', 'WA,Lynnwood,98087,Safeway Pharmacy', 'WA,Marysville,98270,Safeway Pharmacy', 'WA,Olympia,98501,Sav-On Pharmacy', 'WA,Spokane,99216,Sav-On Pharmacy', 'WA,Spokane,99223,Safeway Pharmacy']
WA    2022-03-19 11-58  -2        ['WA,Everett,98201,Credena Health Pharmacy Everett', 'WA,Seattle,98122,Swedish Medical Center - First Hill']
WA    2022-03-20 06-05  -2        ['WA,Prosser,99350,Prosser Memorial Hospital', 'WA,Seattle,98109,Seattle Cancer Care Alliance']
WA    2022-03-21 16-35  +7        ['WA,Everett,98204,Walmart Pharmacy #5195', 'WA,Federal Way,98003,Walmart Pharmacy #2571', 'WA,Lakewood,98499,Walmart Pharmacy #3537', 'WA,Monroe,98272,Walmart Pharmacy #5628', 'WA,Port Orchard,98366,Walmart Pharmacy #2325', 'WA,Renton,98057,Walmart Pharmacy #2516', 'WA,White Salmon,98672,Skyline Hospital']
WA    2022-03-21 16-35  -1        ['WA,Lacey,98503,Rite Aid 05279']
WA    2022-03-22 09-16  +2        ['WA,Seattle,98109,Seattle Cancer Care Alliance', 'WA,Tacoma,98418,Lincoln Pharmacy']
WA    2022-03-22 09-16  -4        ['WA,Centralia,98531,Credena Health Pharmacy Centralia', 'WA,Olympia,98506,Credena Health Pharmacy Olympia', 'WA,Renton,98057,South Sound Cancer Services', 'WA,Spokane,99204,Credena Health Pharm Sacred Heart']
WA    2022-03-23 08-41  +57       ['WA,Bellevue,98007,Bartell Drugs 06959', 'WA,Bellingham,98225,Haggen Pharmacy', 'WA,Bellingham,98226,Cvs Store #16129', 'WA,Bothell,98012,Bartell Drugs 06969', 'WA,Everett,98208,Bartell Drugs 06965', 'WA,Everett,98208,Cvs Store #16121', 'WA,Federal Way,98003,Angel Pharmacy', 'WA,Federal Way,98003,Cvs Store #17064', 'WA,Gig Harbor,98332,Sav-On Pharmacy', 'WA,Kelso,98626,Cvs Store #16168', 'WA,Kennewick,99336,Cvs Store #16276', 'WA,Kirkland,98033,Bartell Drugs 06978', 'WA,Kirkland,98034,Safeway Pharmacy', 'WA,Lacey,98503,Cvs Store #16694', 'WA,Lake Stevens,98258,Bartell Drugs 06976', 'WA,Lake Stevens,98258,Haggen Pharmacy', 'WA,Lakewood,98499,Cvs Store #16130', 'WA,Longview,98632,Walmart Pharmacy #2469', 'WA,Lynnwood,98087,Bartell Drugs 06970', 'WA,Lynwood,98037,Bartell Drugs 06953', 'WA,Marysville,98270,Bartell Drugs 06951', 'WA,Monroe,98272,Credena Health Pharmacy Monroe', 'WA,Newport,99156,Safeway Pharmacy', 'WA,Olympia,98502,Cvs Store #16153', 'WA,Olympia,98502,Haggen Pharmacy', 'WA,Port Orchard,98367,Sav-On Pharmacy', 'WA,Puyallup,98371,Safeway Pharmacy', 'WA,Puyallup,98373,Walgreens Store #05951', 'WA,Renton,98055,Valley Medical Center Hospital', 'WA,Renton,98057,Cvs Store #17361', 'WA,Renton,98058,Bartell Drugs 06968', 'WA,Seattle,98104,Bartell Drugs 06972', 'WA,Seattle,98107,Bartell Drugs 06971', 'WA,Seattle,98109,Bartell Drugs 06967', 'WA,Seattle,98115,Bartell Drugs 06973', 'WA,Seattle,98116,Bartell Drugs 06956', 'WA,Seattle,98121,Bartell Drugs 06977', 'WA,Seattle,98125,Bartell Drugs 6966', 'WA,Seattle,98144,Bartell Drugs 06963', 'WA,Seattle,98164,Bartell Drugs 06961', 'WA,Shoreline,98133,Bartell Drugs 06962', 'WA,Snoqualmie,98065,Bartell Drugs 06975', 'WA,Spokane,99207,Walgreens Store #05818', 'WA,Spokane,99218,Cvs Store #16172', 'WA,Spokane,99223,Sav-On Pharmacy', 'WA,Stanwood,98292,Bartell Drugs 06964', 'WA,Tacoma,98404,Safeway Pharmacy', 'WA,Tacoma,98405,Cvs Store #16123', 'WA,Tacoma,98406,Bartell Drugs 06954', 'WA,Tacoma,98407,Walgreens Store #07356', 'WA,Tukwila,98188,Cvs Store #16167', 'WA,University Place,98466,Bartell Drugs 06957', 'WA,Vancouver,98682,Walgreens Store #09379', 'WA,Vancouver,98684,Cvs Store #16776', 'WA,Vancouver,98684,Walgreens Store #01090', 'WA,Yakima,98908,Walgreens Store #12053', 'WA,Yelm,98597,Safeway Pharmacy']
WA    2022-03-23 08-41  -2        ['WA,Port Townsend,98368,Jefferson Healthcare', 'WA,South Bend,98586,Willapa Harbor Hospital']
