State Date       Time   Providers Details
TX    2022-01-27 14-49  -2        ['TX,Austin,78752,Vivent Health Moody Medical Clinic', 'TX,Conroe,77301,Montgomery Processing Center']
TX    2022-01-28 09-28  +2        ['TX,Dallas,75216,V17 549 Dallas, Tx', 'TX,Waco,76712,Ascension?Providence']
TX    2022-01-28 09-28  -1        ['TX,Waco,76712,Ascension\xa0Providence']
TX    2022-01-28 17-11  +2        ['TX,Houston,77025,Kelsey-Seybold Clinic (Holcombe)', 'TX,Waco,76712,Ascension\xa0Providence']
TX    2022-01-28 17-11  -2        ['TX,Houston,77025,Kelsey-Seybold Clinic (Holcombe),', 'TX,Waco,76712,Ascension?Providence']
TX    2022-02-02 09-09  +3        ['TX,Houston,77024,Rheumatology  Infectious Diseases', 'TX,San Antonio,78220,Communicare East', 'TX,San Antonio,78229,Methodist Specialty And Transplant']
TX    2022-02-04 09-14  +3        ['TX,Houston,77030,Chi St Lukes Health Baylor Med Ctr', 'TX,Temple,76508,Baylor Scott White Mc Temple', 'TX,Waco,76712,Ascension?Providence']
TX    2022-02-04 09-14  -3        ['TX,Houston,77030,Chi St Lukes Health', 'TX,Temple,76508,Baylor Scott White Temple', 'TX,Waco,76712,Ascension\xa0Providence']
TX    2022-02-07 09-54  +19       ['TX,Amarillo,79106,Texas Oncology Amarillo', 'TX,Austin,78705,St Davids Medical Center', 'TX,Austin,78758,St Davids North Austin Med Ctr', 'TX,Bedford,76022,Texas Oncology Pharmacy Heb', 'TX,Flower Mound,75022,Family Allergy And Asthma Care', 'TX,Fort Worth,76104,Ctr For Cancer And Blood Disorders', 'TX,Fort Worth,76104,Hca Medical City Fort Worth', 'TX,Fort Worth,76104,Jps Hospital Inpatient Pharmacy', 'TX,Fort Worth,76104,Texas Oncology Ft Worth', 'TX,Fort Worth,76107,Jps Hospital Central Fill Pharmacy', 'TX,Fort Worth,76112,Thr Texas Health Resources Medsuprt', 'TX,Forth Worth,76104,Jps Hospital Outpatient Pharmacy', 'TX,Georgetown,78626,St Davids Georgetown Hospital Pharm', 'TX,Kingwood,77339,Hca Kingwood Medical Center', 'TX,Lubbock,79415,Umc Lubbock', 'TX,Mesquite,75150,Texas Oncology Mesquite', 'TX,Round Rock,78681,Texas Oncology Round Rock', 'TX,San Antonio,78229,Start Center For Cancer Care', 'TX,Wichita Falls,76310,Texas Oncology Wichita Falls']
TX    2022-02-09 09-41  +4        ['TX,College Station,77845,Chi St Joseph Hlth College Station', 'TX,Dallas,75246,North Texas Infectious Diseases Con', 'TX,Mount Pleasant,75455,Titus Regional Medical Center', 'TX,San Antonio,78258,Rheumatology Assoc Of S Tx Stoneoak']
TX    2022-02-09 09-41  -1        ['TX,College Station,77845,Chi St Joseph Health College Statio']
TX    2022-02-10 21-04  +8        ['TX,Fort Worth,76104,Baylor Scott White All Saints', 'TX,Fort Worth,76132,Texas Oncology Southwest Fort Worth', 'TX,Harlingen,78550,Nurx Pharmacy Llc', 'TX,Irving,75061,Baylor Scott White Med Ctr Irving', 'TX,Liberty Hill,78642,Liberty Hill Pharmacy', 'TX,Lorena,76655,Brookshires Pharmacy 63 Lorena', 'TX,Lufkin,75904,Chi St Lukes Hlth Memorial Lufkin', 'TX,Magnolia,77354,Brookshires Pharmacy 48']
TX    2022-02-10 21-04  -30       ['TX,Angleton,77515,Utmb Angleton Danbury Campus', 'TX,Arlington,76015,Can Community Health', 'TX,Austin,78701,Dell Seton Medical Center At Ut', 'TX,Austin,78705,Ascension Seton Austin', 'TX,Bastrop,78602,Ascension Seton Bastrop', 'TX,Beaumont,77702,Christus Health St Elizabeth Hospit', 'TX,Bryan,77802,Chi St Joseph Hospital Meditech', 'TX,Caldwell,77836,Chi Burleson St Joseph Health Ctr', 'TX,Conroe,77384,Chi St Lukes Health Woodlands Hosp', 'TX,Cypress,77429,Hca Houston Healthcare N Cypress', 'TX,Dallas,75203,Methodist Dallas Medical Center', 'TX,Dallas,75216,V17 549 Dallas, Tx', 'TX,Dallas,75235,Childrens Medical Center Of Dallas', 'TX,Forth Worth,76104,Jps Hospital Outpatient Pharmacy', 'TX,Galveston,77555,Utmb University Of Texas Med Branch', 'TX,Houston,77004,Hca Houston Medical Center', 'TX,Houston,77024,Rheumatology  Infectious Diseases', 'TX,Houston,77030,Texas Childrens Hospital Med Ctr', 'TX,Kingwood,77339,Hca Kingwood Medical Center', 'TX,Kyle,78640,Ascension Seton Hays', 'TX,Laredo,78045,Doctors Hospital Of Laredo', 'TX,League City,77573,Utmb League City', 'TX,Madisonville,77864,Chi St Joseph Madison Hospital', 'TX,Mckinney,75071,Texas Oncology Mckinney', 'TX,Mount Pleasant,75455,Titus Regional Medical Center', 'TX,Navasota,77868,Chi Grimes St Joseph Health Center', 'TX,Paris,75460,Texas Oncology Paris', 'TX,Round Rock,78665,Ascension Seton Williamson', 'TX,Webster,77598,Hca Houston Healthcare Clear Lake', 'TX,Webster,77598,Utmb Clear Lake']
TX    2022-02-14 09-23  +1        ['TX,Waco,76712,Ascensionÿprovidence']
TX    2022-02-14 09-23  -1        ['TX,Waco,76712,Ascension?Providence']
TX    2022-02-16 08-11  +5        ['TX,Bryan,77802,Chi St Joseph Hospital Meditech', 'TX,Caldwell,77836,Chi Burleson St Joseph Health Ctr', 'TX,Madisonville,77864,Chi St Joseph Madison Hospital', 'TX,Navasota,77868,Chi Grimes St Joseph Health Center', 'TX,Waco,76712,Ascension?Providence']
TX    2022-02-16 08-11  -1        ['TX,Waco,76712,Ascensionÿprovidence']
TX    2022-02-16 08-23  +1        ['TX,Mount Pleasant,75455,Titus Regional Medical Center']
TX    2022-02-16 18-37  +29       ['TX,Angleton,77515,Utmb Angleton Danbury Campus', 'TX,Arlington,76015,Can Community Health', 'TX,Austin,78701,Dell Seton Medical Center At Ut', 'TX,Austin,78705,Ascension Seton Austin', 'TX,Bastrop,78602,Ascension Seton Bastrop', 'TX,Beaumont,77702,Christus Health St Elizabeth Hosp', 'TX,Conroe,77384,Chi St Lukes Health Woodlands Hosp', 'TX,Cypress,77429,Hca Houston Healthcare N Cypress', 'TX,Dallas,75203,Methodist Dallas Medical Center', 'TX,Dallas,75216,V17 549 Dallas, Tx', 'TX,Dallas,75235,Childrens Medical Center Of Dallas', 'TX,Dallas,75246,N Texas Preferred Hlth Partner Dal', 'TX,Forth Worth,76104,Jps Hospital Outpatient Pharmacy', 'TX,Galveston,77555,Utmb University Of Texas Med Branch', 'TX,Houston,77004,Hca Houston Medical Center', 'TX,Houston,77024,Rheumatology  Infectious Diseases', 'TX,Houston,77030,Texas Childrens Hospital Med Ctr', 'TX,Kingwood,77339,Hca Kingwood Medical Center', 'TX,Kyle,78640,Ascension Seton Hays', 'TX,Laredo,78045,Doctors Hospital Of Laredo', 'TX,League City,77573,Utmb League City', 'TX,Longview,75601,East Texas Allergy And Asthma', 'TX,Mckinney,75071,Texas Oncology Mckinney', 'TX,Round Rock,78665,Ascension Seton Williamson', 'TX,San Antonio,78212,S Texas Allergy And Asthma - Olmos', 'TX,San Antonio,78251,Rheumatology Assoc Of S Tx Wiseman', 'TX,San Antonio,78251,S Texas Allergy And Asthma Westover', 'TX,Webster,77598,Hca Houston Healthcare Clear Lake', 'TX,Webster,77598,Utmb Clear Lake']
TX    2022-02-16 18-37  -8        ['TX,Fort Worth,76104,Baylor Scott White All Saints', 'TX,Fort Worth,76132,Texas Oncology Southwest Fort Worth', 'TX,Harlingen,78550,Nurx Pharmacy Llc', 'TX,Irving,75061,Baylor Scott White Med Ctr Irving', 'TX,Liberty Hill,78642,Liberty Hill Pharmacy', 'TX,Lorena,76655,Brookshires Pharmacy 63 Lorena', 'TX,Lufkin,75904,Chi St Lukes Hlth Memorial Lufkin', 'TX,Magnolia,77354,Brookshires Pharmacy 48']
TX    2022-02-18 15-54  +1        ['TX,Waco,76712,Ascension\xa0Providence']
TX    2022-02-18 15-54  -1        ['TX,Waco,76712,Ascension?Providence']
TX    2022-02-18 16-04  +6        ['TX,Dallas,75205,Mdlab', 'TX,Houston,77084,Pharmscript Of Texas, Llc', 'TX,Mcallen,78501,Century Medical Home Infusions', 'TX,San Angelo,76903,Shannon Pharmacy', 'TX,Snyder,79549,Cogdell Family Clinic', 'TX,The Woodlands,77382,Advanced Rheumatology Of Houston']
TX    2022-02-22 09-09  +3        ['TX,Frisco,75033,West Frisco Health And Wellness', 'TX,Keller,76244,Compass Pharmacy', 'TX,Mckinney,75070,West Mckinney Health And Wellness']
TX    2022-02-22 09-09  -4        ['TX,Dallas,75216,V17 549 Dallas, Tx', 'TX,Dallas,75230,Metroplex Vital Care', 'TX,San Angelo,76903,Shannon Pharmacy', 'TX,Snyder,79549,Cogdell Family Clinic']
TX    2022-02-24 09-51  +1        ['TX,Dallas,75230,Metroplex Vital Care']
TX    2022-03-03 09-56  +5        ['TX,Farmers Branch,75234,Amber Specialty Pharmacy Dallas Inf', 'TX,Frisco,75034,Driven Md Pllc', 'TX,Houston,77009,Thomas Street Hlth Ctr Harris Hlth', 'TX,San Angelo,76903,Shannon Pharmacy', 'TX,Sugar Land,77479,Fort Bend Rheumatology Associates']
TX    2022-03-08 14-40  +4        ['TX,Amarillo,79106,Bsa Baptist St Anthony Health Syst', 'TX,Bedford,76022,Infectious Disease Doctors', 'TX,Houston,77026,Lbj Infusion Center', 'TX,San Antonio,78214,Carvajal Pharmacy San Antonio 341']
TX    2022-03-08 14-40  -1        ['TX,Houston,77009,Thomas Street Hlth Ctr Harris Hlth']
TX    2022-03-16 18-51  +5        ['TX,El Campo,77437,El Campo Memorial Hospital', 'TX,Fort Worth,76104,Baylor Scott White All Saints', 'TX,Houston,77084,Pharmscript Holdcoandsubsidiaries', 'TX,Irving,75061,Baylor Scott White Med Ctr Irving', 'TX,Lufkin,75904,Chi St Lukes Hlth Memorial Lufkin']
TX    2022-03-16 18-51  -84       ['TX,Amarillo,79106,Texas Oncology Amarillo', 'TX,Angleton,77515,Utmb Angleton Danbury Campus', 'TX,Arlington,76012,Texas Oncology Arlington North', 'TX,Arlington,76015,Can Community Health', 'TX,Austin,78701,Dell Seton Medical Center At Ut', 'TX,Austin,78704,St Davids South Austin Med Ctr', 'TX,Austin,78705,Ascension Seton Austin', 'TX,Austin,78705,St Davids Medical Center', 'TX,Austin,78723,Dell Childrens Medical Center', 'TX,Austin,78737,Ascension Seton Southwest', 'TX,Austin,78745,Texas Oncology Austin South', 'TX,Austin,78756,Heart Hospital Of Austin', 'TX,Austin,78758,St Davids North Austin Med Ctr', 'TX,Austin,78759,Ascension Seton Northwest', 'TX,Bastrop,78602,Ascension Seton Bastrop', 'TX,Beaumont,77702,Christus Health St Elizabeth Hosp', 'TX,Bedford,76022,Texas Oncology Pharmacy Heb', 'TX,Brownsville,78526,Hca Valley Regional Medical Center', 'TX,Caldwell,77836,Chi Burleson St Joseph Health Ctr', 'TX,College Station,77845,Chi St Joseph Hlth College Station', 'TX,Conroe,77384,Chi St Lukes Health Woodlands Hosp', 'TX,Corpus Christi,78411,Driscoll Health System', 'TX,Corpus Christi,78411,Hca Corpus Christi Medical Center', 'TX,Cypress,77429,Hca Houston Healthcare N Cypress', 'TX,Dallas,75235,Childrens Medical Center Of Dallas', 'TX,Dallas,75237,Texas Oncology Methodist Charlton', 'TX,Dallas,75246,N Texas Preferred Hlth Partner Dal', 'TX,Dallas,75246,North Texas Infectious Diseases Con', 'TX,Denison,75020,Texas Oncology Denison', 'TX,El Paso,79902,Hca Las Palmas Medical Center', 'TX,El Paso,79902,Thop Hosp Of Providence Memorial', 'TX,El Paso,79925,Del Sol Medical Center', 'TX,Flower Mound,75028,Texas Oncology Flower Mound', 'TX,Fort Worth,76104,Texas Oncology Ft Worth', 'TX,Forth Worth,76104,Jps Hospital Outpatient Pharmacy', 'TX,Frisco,75033,West Frisco Health And Wellness', 'TX,Frisco,75034,Driven Md Pllc', 'TX,Galveston,77555,Utmb University Of Texas Med Branch', 'TX,Harlingen,78550,S Texas Cancer Ctr Harlingen Tx Onc', 'TX,Houston,77004,Hca Houston Medical Center', 'TX,Houston,77014,Kelsey-Seybold Infusion Pharmacy', 'TX,Houston,77024,Rheumatology  Infectious Diseases', 'TX,Houston,77025,Kelsey-Seybold Clinic (Holcombe)', 'TX,Houston,77030,Chi St Lukes Health Baylor Med Ctr', 'TX,Houston,77030,Texas Childrens Hospital Med Ctr', 'TX,Houston,77054,Smith Clinic (Harris Hlth)', 'TX,Houston,77084,Pharmscript Of Texas, Llc', 'TX,Irving,75061,Texas Oncology Irving', 'TX,Keller,76244,Compass Pharmacy', 'TX,Kingwood,77339,Hca Kingwood Medical Center', 'TX,Kyle,78640,Ascension Seton Hays', 'TX,Laredo,78041,Laredo Medical Center', 'TX,Laredo,78045,Doctors Hospital Of Laredo', 'TX,League City,77573,Utmb League City', 'TX,Longview,75601,East Texas Allergy And Asthma', 'TX,Madisonville,77864,Chi St Joseph Madison Hospital', 'TX,Mcallen,78501,Century Medical Home Infusions', 'TX,Mckinney,75070,West Mckinney Health And Wellness', 'TX,Mckinney,75071,Texas Oncology Mckinney', 'TX,Mesquite,75150,Texas Oncology Mesquite', 'TX,Midland,79701,Texas Oncology Midland', 'TX,Navasota,77868,Chi Grimes St Joseph Health Center', 'TX,Pearland,77584,Hca Houston Healthcare Pearland', 'TX,Round Rock,78665,Ascension Seton Williamson', 'TX,Round Rock,78681,St Davids Round Rock Medical Center', 'TX,San Angelo,76903,Shannon Pharmacy', 'TX,San Antonio,78212,S Texas Allergy And Asthma - Olmos', 'TX,San Antonio,78229,Methodist Specialty And Transplant', 'TX,San Antonio,78229,Uhssa University Hospital', 'TX,San Antonio,78229,Ut Health Marc Speciality', 'TX,San Antonio,78251,Christus Santa Rosa Westover Hills', 'TX,San Antonio,78251,Rheumatology Assoc Of S Tx Wiseman', 'TX,San Antonio,78251,S Texas Allergy And Asthma Westover', 'TX,San Antonio,78258,Rheumatology Assoc Of S Tx Stoneoak', 'TX,Smithville,78957,Ascension Seton Smithville', 'TX,Sugar Land,77479,Fort Bend Rheumatology Associates', 'TX,Sugar Land,77479,Texas Oncology Sugar Land', 'TX,Texarkana,75503,Christus St Michael Health System', 'TX,Tyler,75701,Christus Mother Frances Hosp Tyler', 'TX,Tyler,75702,Texas Oncology Tyler', 'TX,Waco,76712,Ascension\xa0Providence', 'TX,Webster,77598,Hca Houston Healthcare Clear Lake', 'TX,Webster,77598,Utmb Clear Lake', 'TX,Wichita Falls,76310,Texas Oncology Wichita Falls']
TX    2022-03-18 09-58  +9        ['TX,Amarillo,79106,Texas Oncology Amarillo', 'TX,Austin,78704,St Davids South Austin Med Ctr', 'TX,Austin,78756,Heart Hospital Of Austin', 'TX,Austin,78758,St Davids North Austin Med Ctr', 'TX,Dallas,75237,Texas Oncology Methodist Charlton', 'TX,El Paso,79925,Del Sol Medical Center', 'TX,Houston,77024,Rheumatology  Infectious Diseases', 'TX,Round Rock,78681,St Davids Round Rock Medical Center', 'TX,Sugar Land,77479,Texas Oncology Sugar Land']
TX    2022-03-18 09-58  -12       ['TX,Amarillo,79106,Bsa Baptist St Anthony Health Syst', 'TX,Bryan,77802,Chi St Joseph Hospital Meditech', 'TX,Dallas,75203,Methodist Dallas Medical Center', 'TX,Denton,76201,Texas Oncology Pharmacy-Denton', 'TX,Fort Worth,76104,Cook Childrens Medical Center', 'TX,Georgetown,78626,St Davids Georgetown Hospital Pharm', 'TX,Houston,77026,Lbj Infusion Center', 'TX,Katy,77449,Memorial Hermann Pharmacy Services', 'TX,Longview,75601,Christus Good Shepherd Longview', 'TX,Mcallen,78503,Hca Rio Grande Regional Hospital', 'TX,San Antonio,78229,Hca Methodist Hosp And Childrens H', 'TX,Windcrest,78239,Rheumatology Solutions']
TX    2022-03-18 11-17  +4        ['TX,Arlington,76012,Texas Oncology Arlington North', 'TX,Dallas,75231,Jammz Chemists Dba Cedra Pharma', 'TX,Denton,76201,Texas Oncology Pharmacy-Denton', 'TX,Wichita Falls,76310,Texas Oncology Wichita Falls']
TX    2022-03-18 11-17  -11       ['TX,Bedford,76022,Infectious Disease Doctors', 'TX,Brownwood,76801,Hendrick Medical Center Brownwood', 'TX,Conroe,77384,North Houston Cancer Clinics Conroe', 'TX,Dallas,75230,Texas Oncology Medical City', 'TX,Dallas,75235,Parkland Health And Hospital System', 'TX,Flower Mound,75022,Family Allergy And Asthma Care', 'TX,Fort Worth,76104,Ctr For Cancer And Blood Disorders', 'TX,Fort Worth,76112,Thr Texas Health Resources Medsuprt', 'TX,Huntsville,77340,North Houston Cancer Clinics Hunstv', 'TX,Odessa,79761,Texas Oncology Odessa', 'TX,San Antonio,78214,Carvajal Pharmacy San Antonio 341']
TX    2022-03-19 08-15  +2        ['TX,Dallas,75235,Parkland Health And Hospital System', 'TX,San Antonio,78229,Methodist Specialty And Transplant']
TX    2022-03-19 11-58  +2        ['TX,Bedford,76022,Infectious Disease Doctors', 'TX,Dallas,75246,N Texas Preferred Hlth Partner Dal']
TX    2022-03-19 11-58  -5        ['TX,Dallas,75230,Hca Medical City Dallas', 'TX,Livingston,77351,Chi St Lukes Health Mem Livingston', 'TX,Lubbock,79410,Joe Arrington Cancer Center', 'TX,Lufkin,75904,Chi St Lukes Hlth Memorial Lufkin', 'TX,Sugar Land,77479,Texas Oncology Sugar Land']
TX    2022-03-20 06-05  -1        ['TX,Houston,77024,Rheumatology  Infectious Diseases']
VI    2022-01-13 10-07  +1        ['VI,Christiansted,00820,Juan Luis Hospital Medical Center']
VI    2022-02-10 21-04  -2        ['VI,Christiansted,00820,Juan Luis Hospital Medical Center', 'VI,St. Thomas,00802,Schneider Regional Medical Center']
VI    2022-03-16 18-51  -2        ['VI,Christiansted,00820,Juan Luis Hospital Medical Center', 'VI,St. Thomas,00802,Schneider Regional Medical Center']
UT    2022-01-05 18-07  +2        ['UT,Salt Lake City,84102,Utah Cancer Specialists Slc Clinic', 'UT,Salt Lake City,84106,Utah Cancer Specialists Cancer Cent']
UT    2022-01-07 08-09  +1        ['UT,Fort Duchesne,84026,Uo Fort Duchesne Ihs']
UT    2022-01-11 08-35  +1        ['UT,Salt Lake City,84148,V19 660 Salt Lake City, Ut']
UT    2022-01-11 08-35  -1        ['UT,Fort Duchesne,84026,Uo Fort Duchesne Ihs']
UT    2022-01-14 15-37  +4        ['UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Orem,84057,Revere Health Allergy Andimmunology', 'UT,Provo,84604,Utah Cancer Specialists ? Provo', 'UT,Salt Lake City,84113,Primary Childrens Hospital']
UT    2022-01-26 07-35  +2        ['UT,Ogden,84405,Utah Cancer Specialists – Ogden', 'UT,Provo,84604,Utah Cancer Specialists – Provo']
UT    2022-01-26 07-35  -2        ['UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Provo,84604,Utah Cancer Specialists ? Provo']
UT    2022-01-28 09-28  +2        ['UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Provo,84604,Utah Cancer Specialists ? Provo']
UT    2022-01-28 09-28  -2        ['UT,Ogden,84405,Utah Cancer Specialists – Ogden', 'UT,Provo,84604,Utah Cancer Specialists – Provo']
UT    2022-01-28 17-11  +3        ['UT,Ogden,84405,Utah Cancer Specialists – Ogden', 'UT,Provo,84604,Utah Cancer Specialists – Provo', 'UT,Vernal,84078,Ashley Regional Medical Center']
UT    2022-01-28 17-11  -2        ['UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Provo,84604,Utah Cancer Specialists ? Provo']
UT    2022-02-04 09-14  +3        ['UT,Murray,84107,Utah Cancer Specialists - Imc', 'UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Provo,84604,Utah Cancer Specialists ? Provo']
UT    2022-02-04 09-14  -2        ['UT,Ogden,84405,Utah Cancer Specialists – Ogden', 'UT,Provo,84604,Utah Cancer Specialists – Provo']
UT    2022-02-07 09-54  +2        ['UT,Blanding,84511,Utah Navajo Health System Blanding', 'UT,Fort Duchesne,84026,Uo Fort Duchesne Ihs']
UT    2022-02-10 21-04  +12       ['UT,American Fork,84003,Utah Cancer Specialists - Am Fork', 'UT,Bountiful,84010,Utah Cancer Specialists - Bountiful', 'UT,Layton,84041,Utah Cancer Specialists - Layton', 'UT,Midvale,84047,Ihc - Spanish Fork Hospital Infusio', 'UT,Midvale,84047,Intermountain Cedar City Hospital', 'UT,Midvale,84047,Intermountain Layton Hospital', 'UT,Midvale,84047,Intermountain Lds Hospital', 'UT,Midvale,84047,Intermountain Logan Regional Hosp', 'UT,Midvale,84047,Intermountain Mckay-Dee Hospital', 'UT,Midvale,84047,Intermountain Medical Center', 'UT,Midvale,84047,Intermountain St George Reg-River R', 'UT,West Jordan,84088,Utah Cancer Specialists - Jordan Va']
UT    2022-02-10 21-04  -2        ['UT,Blanding,84511,Utah Navajo Health System Blanding', 'UT,Salt Lake City,84148,V19 660 Salt Lake City, Ut']
UT    2022-02-16 08-11  +1        ['UT,Layton,84041,Davis Hospital Medical Center']
UT    2022-02-16 08-11  -1        ['UT,Salt Lake City,84113,Primary Childrens Hospital']
UT    2022-02-16 08-23  +1        ['UT,Salt Lake City,84113,Primary Childrens Hospital']
UT    2022-02-16 18-37  +3        ['UT,Blanding,84511,Utah Navajo Health System Blanding', 'UT,Salt Lake City,84104,Utah Department Of Health Distribut', 'UT,Salt Lake City,84148,V19 660 Salt Lake City, Ut']
UT    2022-02-16 18-37  -12       ['UT,American Fork,84003,Utah Cancer Specialists - Am Fork', 'UT,Bountiful,84010,Utah Cancer Specialists - Bountiful', 'UT,Layton,84041,Utah Cancer Specialists - Layton', 'UT,Midvale,84047,Ihc - Spanish Fork Hospital Infusio', 'UT,Midvale,84047,Intermountain Cedar City Hospital', 'UT,Midvale,84047,Intermountain Layton Hospital', 'UT,Midvale,84047,Intermountain Lds Hospital', 'UT,Midvale,84047,Intermountain Logan Regional Hosp', 'UT,Midvale,84047,Intermountain Mckay-Dee Hospital', 'UT,Midvale,84047,Intermountain Medical Center', 'UT,Midvale,84047,Intermountain St George Reg-River R', 'UT,West Jordan,84088,Utah Cancer Specialists - Jordan Va']
UT    2022-02-18 15-54  +2        ['UT,Ogden,84405,Utah Cancer Specialists – Ogden', 'UT,Provo,84604,Utah Cancer Specialists – Provo']
UT    2022-02-18 15-54  -2        ['UT,Ogden,84405,Utah Cancer Specialists ? Ogden', 'UT,Provo,84604,Utah Cancer Specialists ? Provo']
