provider_name,address1,address2,city,state,zip,last_report_date,public_website,phone_number,geopoint
KROGER PHARMACY 02600570,3054 COLUMBIA AVE,,Franklin,TN,37064,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.88071 35.89367)
KROGER PHARMACY 02600592,1203 MURFREESBORO RD,,Franklin,TN,37064,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.83131 35.91584)
VANDERBILT HTH WLK IN CLIN FRANKLIN,919 Murfreesboro Rd,Attn: Pharmacy Staff,Franklin,TN,37064,2022-07-15T00:00:00.000,,,POINT (-86.84116 35.91737)
CVS STORE #06415,1154 LIBERTY PIKE,CVS Pharmacy,Franklin,TN,37067,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.824994 35.92704)
VANDERBILT HTH WLK IN CLIN COOL SPR,"1834 McEwen Dr, Ste 110",Attn: Pharmacy Staff,Franklin,TN,37067,2022-07-15T00:00:00.000,,,POINT (-86.8226 35.93505)
WALGREENS STORE #06105,9100 CAROTHERS PKWY,UNIT B,Franklin,TN,37067,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-9100+carothers+pkwy-franklin-tn-37067/id=6105,,POINT (-86.801266 35.959448)
KROGER PHARMACY 02600569,2011 NASHVILLE PIKE,,Gallatin,TN,37066,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.52596 36.34415)
WALGREENS STORE #05064,585 NASHVILLE PIKE,,Gallatin,TN,37066,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-585+nashville+pike-gallatin-tn-37066/id=5064,,POINT (-86.459075 36.382605)
KROGER PHARMACY 02600541,123 NORTHCREEK BLVD,,Goodlettsville,TN,37072,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.6987 36.32624)
KROGER PHARMACY 02600628,1820 ROANE STATE HWY,,Harriman,TN,37748,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.546518 35.892027)
CVS Store #03293,100 GLEN OAKS BOULEVARD,CVS Pharmacy,Hendersonville,TN,37075,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.61784 36.3248)
KROGER PHARMACY 02600571,1010 GLENBROOK WAY,,Hendersonville,TN,37075,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.62122 36.33318)
KROGER PHARMACY 02600619,237 E MAIN ST,,Hendersonville,TN,37075,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.60226 36.30883)
VANDERBILT HTH WLK IN CLIN HNDRSNVL,128 Anderson Ln,Attn: Pharmacy Staff,Hendersonville,TN,37075,2022-07-15T00:00:00.000,,,POINT (-86.5949 36.30908)
WALGREENS STORE #03365,198 E MAIN ST,,Hendersonville,TN,37075,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-198+e+main+st-hendersonville-tn-37075/id=3365,,POINT (-86.605272 36.307985)
CVS Store #06435,4402 LEBANON RD.,CVS Pharmacy,Hermitage,TN,37076,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.60373 36.21505)
KROGER PHARMACY 02600518,5544 OLD HICKORY BLVD,,Hermitage,TN,37076,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.60568 36.1817)
WALGREENS STORE #05065,400 TULIP GROVE RD,,Hermitage,TN,37076,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-400+tulip+grove+rd-hermitage-tn-37076/id=5065,,POINT (-86.589315 36.21442)
CVS Store #02426,5120 HIGHWAY 153,CVS Pharmacy,Hixson,TN,37343,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-85.238492 35.122915)
CVS Store #04428,8600 HIXSON PIKE,CVS Pharmacy,Hixson,TN,37343,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-85.15822 35.20074)
BAGGETT PHARMACY INC,133 E RACE STREET,,Kingston,TN,37763,2022-07-15T00:00:00.000,,,POINT (-84.51647 35.87076)
KROGER PHARMACY 02600549,6702 CLINTON HWY,,Knoxville,TN,37912,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.023575 36.00851)
CVS Store #06363,6005 KINGSTON PIKE,CVS Pharmacy,Knoxville,TN,37919,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.0014 35.93356)
CVS Store #03743,110 MAJESTIC GROVE RD.,CVS Pharmacy,Knoxville,TN,37920,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.83713 35.90643)
CENTER CITY HEALTH CENTER,2018 Western Ave,,Knoxville,TN,37921,2022-07-14T00:00:00.000,,865-544-0406,POINT (-83.94559 35.96629)
CVS Store #07698,9435 SOUTH NORTHSHORE DRIVE,CVS Pharmacy,Knoxville,TN,37922,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.06608 35.86314)
CVS Store #04624,9137 MIDDLEBROOK PIKE,CVS Pharmacy,Knoxville,TN,37923,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.09238 35.9419)
KROGER PHARMACY 02600530,9161 MIDDLEBROOK PIKE,,Knoxville,TN,37923,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.09364 35.94274)
"URGENT FAMILY CARE, PLLC",108 Lovell Rd,,Knoxville,TN,37934,2022-07-14T00:00:00.000,,,POINT (-84.13795 35.896775)
WALGREENS STORE #06039,5000 MURFREESBORO RD,,La Vergne,TN,37086,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-5000+murfreesboro+rd-la%20vergne-tn-37086/id=6039,,POINT (-86.587585 36.024675)
CVS STORE #06429,"1228 W. MAIN ST.,",CVS Pharmacy,Lebanon,TN,37087,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.32136 36.2127)
KROGER PHARMACY 02600557,1418A W MAIN ST,,Lebanon,TN,37087,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.33049 36.21451)
WALGREENS STORE #05953,1303 W MAIN ST,,Lebanon,TN,37087,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1303+w+main+st-lebanon-tn-37087/id=5953,,POINT (-86.330715 36.216421)
CVS Store #05601,570 HIGHWAY 321 NORTH,CVS Pharmacy,Lenoir City,TN,37771,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-84.26373 35.810005)
CVS Store #06424,1200 GALLATIN PIKE SOUTH,CVS Pharmacy,Madison,TN,37115,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.70817 36.28011)
CVS Store #05671,103 FOOTHILLS MALL DR.,CVS Pharmacy,Maryville,TN,37801,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.99302 35.73721)
KROGER PHARMACY 02600683,507 FOOTHILLS PLZ,,Maryville,TN,37801,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-83.99552 35.74636)
Infinity Family Health LLC,231 Northgate Drive,Ste 218,Mcminnville,TN,37110,,,,POINT (-85.785287 35.700685)
CVS Store #04992,2115 UNION AVE.,CVS Pharmacy,Memphis,TN,38104,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-89.990796 35.13362)
KROGER PHARMACY 02500488,3444 PLAZA,,Memphis,TN,38111,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-89.9479 35.130685)
PHYSICIAN ASSOC INTERDISCIP CLINIC,"4131 Kirby Pkwy, STE 1",,Memphis,TN,38115,2022-07-14T00:00:00.000,,,POINT (-89.848566 35.03588)
CVS Store #10204,4155 ELVIS PRESLEY BLVD.,CVS Pharmacy,Memphis,TN,38116,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-90.02572 35.035)
CVS Store #06304,6116 QUINCE RD,CVS Pharmacy,Memphis,TN,38119,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-89.859345 35.086505)
KROGER PHARMACY 02500456,7615 US HIGHWAY 70,,Memphis,TN,38133,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-89.808189 35.229775)
KROGER PHARMACY 02500419,7735 FARMINGTON BLVD,,Memphis,TN,38138,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-89.805551 35.093875)
KROGER PHARMACY 02600578,401 S MOUNT JULIET RD,,Mount Juliet,TN,37122,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.51282 36.167855)
VANDERBILT HTH WLK IN CLIN MT JLIET,"64 Belinda Pkwy, Ste 200A",Attn: Pharmacy Staff,Mt Juliet,TN,37122,2022-07-15T00:00:00.000,,,POINT (-86.506675 36.17118)
KROGER PHARMACY 02600543,2946 S CHURCH ST,,Murfreesboro,TN,37127,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.40209 35.790055)
CVS STORE #02179,4058 FRANKLIN RD.,CVS Pharmacy,Murfreesboro,TN,37128,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.469615 35.84477)
KROGER PHARMACY 02600532,2449 OLD FORT PKWY,,Murfreesboro,TN,37128,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.44185 35.84332)
KROGER PHARMACY 02600565,4432 VETERANS PKWY,,Murfreesboro,TN,37128,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.4919 35.8449)
WALGREENS STORE #06277,2401 OLD FORT PKWY,,Murfreesboro,TN,37128,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2401+old+fort+pkwy-murfreesboro-tn-37128/id=6277,,POINT (-86.440935 35.84565)
KROGER PHARMACY 02600539,2325 MEMORIAL BLVD,,Murfreesboro,TN,37129,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.3844 35.88664)
CVS STORE #07608,426 21ST AVE SOUTH,CVS Pharmacy,Nashville,TN,37203,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.79959 36.14505)
VANDERBILT HTH WLK IN CLIN MELROSE,"2608 8th Ave S, Ste 102A",Attn: Pharmacy Staff,Nashville,TN,37204,2022-07-15T00:00:00.000,,,POINT (-86.774964 36.121395)
WALGREENS STORE #05166,4243 HARDING PIKE,,Nashville,TN,37205,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-4243+harding+pike-nashville-tn-37205/id=5166,,POINT (-86.84408 36.12694)
COMMUNITY PHARMACY,1818 Albion St,Outpatient Pharmacy,Nashville,TN,37208,2022-07-12T00:00:00.000,,,POINT (-86.807205 36.16706)
CVS Store #06044,735 HARDING PL.,CVS Pharmacy,Nashville,TN,37211,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.75956 36.08092)
WALGREENS STORE #04872,5555 EDMONDSON PIKE,,Nashville,TN,37211,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-5555+edmondson+pike-nashville-tn-37211/id=4872,,POINT (-86.744285 36.040705)
VANDERBILT HTH WLK IN CLIN BELCOURT,"2111 Belcourt Ave, Ste103",Attn: Pharmacy Staff,Nashville,TN,37212,2022-07-18T00:00:00.000,,,POINT (-86.80187 36.136535)
WALGREENS STORE #03401,518 DONELSON PIKE,,Nashville,TN,37214,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-518+donelson+pike-nashville-tn-37214/id=3401,,POINT (-86.667085 36.148485)
CVS Store #06437,3801 HILLSBORO RPIKE,CVS Pharmacy,Nashville,TN,37215,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.812575 36.108945)
KROGER PHARMACY 02600895,2131 ABBOTT MARTIN RD,,Nashville,TN,37215,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.818445 36.105995)
WALGREENS STORE #05028,3500 GALLATIN PIKE,,Nashville,TN,37216,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3500+gallatin+pike-nashville-tn-37216/id=5028,,POINT (-86.7322 36.21115)
KROGER PHARMACY 02600527,7087 HIGHWAY 70 S,,Nashville,TN,37221,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.92014 36.07415)
VANDERBILT UNIVERSITY ADULT HOSPITA,"1211 MEDICAL CENTER DR, VUH B127",Pharmacy,Nashville,TN,37232,2022-07-15T00:00:00.000,,,POINT (-86.80029 36.14167)
KROGER PHARMACY 02600690,1550 OAK RIDGE TPKE,,Oak Ridge,TN,37830,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.266158 36.01176)
CVS Store #02404,417 E EMORY ROAD,CVS Pharmacy,Powell,TN,37849,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-83.99824 36.05005)
KROGER PHARMACY 02600670,234 E. EMORY RD.,,Powell,TN,37849,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.00557 36.04549)
SYED A A ZAIDI MD PLLC,868 Highway 51 S,,Ripley,TN,38063,2022-07-14T00:00:00.000,,,POINT (-89.55416 35.74269)
HARDIN COUNTY REGIONAL HC,765 Florence Rd,,Savannah,TN,38372,2022-06-30T00:00:00.000,,,POINT (-88.23869 35.213335)
CVS Store #07289,796 RIDGEWAY AVE.,CVS Pharmacy,Signal Mountain,TN,37377,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-85.34346 35.12197)
CVS Store #06414,14299 OLD NASHVILLE HWY.,CVS Pharmacy,Smyrna,TN,37167,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.54876 35.985525)
KROGER PHARMACY 02600553,463 SAM RIDLEY PKWY WEST,,Smyrna,TN,37167,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.552633 35.984092)
WALGREENS STORE #06676,400 SAM RIDLEY PKWY W,,Smyrna,TN,37167,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-400+sam+ridley+pkwy+w-smyrna-tn-37167/id=6676,,POINT (-86.552633 35.984092)
CVS Store #05694,9389 DAYTON PIKE,CVS Pharmacy,Soddy-Daisy,TN,37379,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-85.199135 35.23776)
KROGER PHARMACY 02600594,4900 PORT ROYAL ROAD,,Spring Hill,TN,37174,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.892035 35.74141)
VANDERBILT HTH WLK IN CLIN SPRG HIL,"3098 Campbell Station Pkwy, Ste 100",Attn: Pharmacy Staff,Spring Hill,TN,37174,2022-07-15T00:00:00.000,,,POINT (-86.910675 35.774405)
CVS Store #06438,903 MEMORIAL BLVD.,CVS Pharmacy,Springfield,TN,37172,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.881965 36.50462)
KROGER PHARMACY 02600575,2600 MEMORIAL BLVD,,Springfield,TN,37172,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.86368 36.48855)
CVS STORE #00386,4805 COLUMBIA PIKE,CVS Pharmacy,Thompsons Station,TN,37179,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-86.913035 35.785085)
KROGER PHARMACY 02600588,4726 TRADERS WAY,,Thompsons Station,TN,37179,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.915095 35.78473)
KROGER PHARMACY 02600545,510 HIGHWAY 76,,White House,TN,37188,2022-07-14T00:00:00.000,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.66581 36.46922)
COMMUNITY ACTION HEALTH CENTER,700 N Flournoy Rd Ste 2A,,Alice,TX,78332,2022-07-12T00:00:00.000,http://www.cacost.org,361-664-1417,POINT (-98.04739 27.75903)
CVS Store #01104,1540 E. MAIN ST.,CVS Pharmacy,Allen,TX,75002,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.62942 33.099765)
CVS Store #17548,150 E STACY RD,CVS Pharmacy,Allen,TX,75002,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.661317 33.12361)
WALGREENS STORE #02537,1020 N COLLINS ST,,Arlington,TX,76011,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1020+n+collins+st-arlington-tx-76011/id=2537,,POINT (-97.097847 32.751015)
CVS Store #04794,5900 W. PLEASANT RIDGE RD.,CVS Pharmacy,Arlington,TX,76016,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.197066 32.68105)
CVS Store #06964,2610 LAKE AUSTIN BLVD,CVS Pharmacy,Austin,TX,78703,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.775073 30.281625)
CVS Store #00526,10550 W. PARMER LN.,CVS Pharmacy,Austin,TX,78717,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.77532 30.49802)
COMMCARE SE HLTH  WELLNESS CTR,2901 Montopolis Dr,,Austin,TX,78741,2022-07-06T00:00:00.000,,512-978-9901,POINT (-97.710107 30.21472)
CVS Store #00213,5526 S. CONGRESS AVE.,CVS Pharmacy,Austin,TX,78745,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.77537 30.20566)
CVS Store #08387,3500 W SLAUGHTER LN,CVS Pharmacy,Austin,TX,78749,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.850007 30.18421)
WALGREENS STORE #04458,3601 W WILLIAM CANNON DR,,Austin,TX,78749,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-3601+w+cannon+dr-austin-tx-78749/id=4458,,POINT (-97.83434 30.21637)
CVS Store #08322,11725 NORTH FM 620,CVS Pharmacy,Austin,TX,78750,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.82334 30.45732)
LOUIS APPEL MD PCC CAMINO,1101 Camino La Costa,,Austin,TX,78752,2022-07-15T00:00:00.000,,512-478-4939,POINT (-97.699479 30.324045)
CVS Store #07442,11300 N LAMAR BLVD,CVS Pharmacy,Austin,TX,78753,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.68618 30.38248)
WALGREENS STORE #11271,2525 W ANDERSON LN,BLDG 2,Austin,TX,78757,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-2525+w+anderson+ln-austin-tx-78757/id=11271,,POINT (-97.73379 30.35621)
CVS Store #07467,460 NORTHWEST PARKWAY,CVS Pharmacy,Azle,TX,76020,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.54334 32.89974)
CVS Store #06746,1514 N ALEXANDER,CVS Pharmacy,Baytown,TX,77520,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-94.953285 29.739265)
CVS Store #08351,2950 DOWLEN RD.,CVS Pharmacy,Beaumont,TX,77706,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-94.167662 30.10526)
CVS Store #07462,601 N INDUSTRIAL BLVD,CVS Pharmacy,Bedford,TX,76021,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.100573 32.84466)
CVS Store #10535,220 SOUTH FM 1626,CVS Pharmacy,Buda,TX,78610,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.875592 30.096615)
CVS Store #07196,"4100 STATE HWY 121,",CVS Pharmacy,Carrollton,TX,75010,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.93292 33.02234)
CVS Store #07306,6915 W AVE,CVS Pharmacy,Castle Hills,TX,78213,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-98.523435 29.532835)
CVS Store #07491,385 E BELT LINE RD,CVS Pharmacy,Cedar Hill,TX,75104,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.936745 32.590635)
WALGREENS STORE #07287,1120 N LOOP 336 W,,Conroe,TX,77301,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1120+n+336+w-conroe-tx-77301/id=7287,,POINT (-95.473765 30.335325)
COASTAL BEND WELLNESS FOUNDATION,2882 Holly Road,,Corpus Christ,TX,78415,2022-07-12T00:00:00.000,,361-814-2001,POINT (-97.42445 27.72267)
CVS Store #06991,4166 S STAPLES ST,CVS Pharmacy,Corpus Christi,TX,78411,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.37807 27.7256)
CVS Store #02580,7442 S. STAPLES ST.,CVS Pharmacy,Corpus Christi,TX,78413,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.39505 27.66743)
CVS Store #10138,11101 US 380,CVS Pharmacy,Crossroads,TX,76227,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.98866 33.22536)
CVS Store #07601,"825 S. CROWLEY RD.,",CVS Pharmacy,Crowley,TX,76036,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.351401 32.56673)
CVS Store #01339,26265 NORTHWEST FREEWAY,CVS Pharmacy,Cypress,TX,77429,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-95.70067 29.973055)
CVS Store #04397,12550 LOUETTA RD.,CVS Pharmacy,Cypress,TX,77429,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-95.613523 29.99704)
WALGREENS STORE #09946,14127 CYPRESS ROSEHILL RD,,Cypress,TX,77429,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-14127+cypress+rosehill+rd-cypress-tx-77429/id=9946,,POINT (-95.70023 29.97167)
CVS Store #10906,22125 CUMBERLAND RIDGE DR.,CVS Pharmacy,Cypress,TX,77433,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-95.767835 30.01452)
CVS Store #05314,1411 MAIN ST.,CVS Pharmacy,Dallas,TX,75202,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.80011 32.78053)
CVS Store #10351,3133 EAST LEMMON AVE.,CVS Pharmacy,Dallas,TX,75204,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.79822 32.80698)
WALGREENS STORE #07334,5001 ROSS AVE,,Dallas,TX,75206,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-5001+ross+ross+ave-dallas-tx-75206/id=7334,,POINT (-96.7752 32.80766)
CVS Store #07412,5370 W LOVERS LN STE 310,CVS Pharmacy,Dallas,TX,75209,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.81912 32.85108)
LBU W DALLAS,809 Singleton Blvd,Pharmacy,Dallas,TX,75212,2022-07-15T00:00:00.000,http://www.losbarriosunidos.org,214-571-6132,POINT (-96.8364 32.778995)
CVS Store #02979,6120 E. MOCKINGBIRD LN.,CVS Pharmacy,Dallas,TX,75214,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.7608 32.83606)
WALGREENS STORE #11645,10152 LAKE JUNE RD,,Dallas,TX,75217,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-96.649055 32.73364)
CVS Store #04985,"8335 WESTCHESTER DR., SUITE 140",CVS Pharmacy,Dallas,TX,75225,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.80667 32.86406)
CVS Store #07288,11661 PRESTON RD. STE 218,CVS Pharmacy,Dallas,TX,75230,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-96.805559 32.907975)
WALGREENS STORE #06197,2401 W LEDBETTER DR,,Dallas,TX,75233,2022-07-14T00:00:00.000,https://www.walgreens.com/findcare/services,,POINT (-96.85762 32.6918)
Dallas County-Mobile Clinic 6,4811 Harry Hines Blvd,,Dallas,TX,75235,2022-07-11T00:00:00.000,,,POINT (-96.83452 32.80871)
CVS Store #03699,3505 CENTER ST.,CVS Pharmacy,Deer Park,TX,77536,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-95.121917 29.679715)
CVS Store #17228,1801 S LOOP 288,CVS Pharmacy,Denton,TX,76205,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.09855 33.1897)
CVS Store #05962,3200 TEASLEY LN.,CVS Pharmacy,Denton,TX,76210,2022-07-15T00:00:00.000,https://www.cvs.com/coronavirus,,POINT (-97.11366 33.17535)
WALGREENS STORE #09165,1832 FM 646 RD W,,Dickinson,TX,77539,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-1832+fm+rd+w-dickinson-tx-77539/id=9165,,POINT (-95.09512 29.46369)
CENTRAL CLINIC,700 S Ochoa St,,El Paso,TX,79901,2022-07-15T00:00:00.000,http://www.lafe-ep.org,915-545-4550,POINT (-106.47978 31.75386)
WALGREENS STORE #15036,5401 MONTANA AVE,,El Paso,TX,79903,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-5401+montana+montana+ave-el%20paso-tx-79903/id=15036,,POINT (-106.42518 31.78399)
NAFTZGER CLINIC,3612 Pera Ave,,El Paso,TX,79905,2022-07-11T00:00:00.000,http://www.projectvidaelpaso.org/,915-533-7057 x2,POINT (-106.45038 31.77205)
CENTRO SAN VICENTE,8061 Alameda Ave,,El Paso,TX,79915,2022-07-15T00:00:00.000,http://www.sanvicente.org,915-859-7545,POINT (-106.35582 31.72453)
WALGREENS STORE #06753,8045 N LOOP DR,,El Paso,TX,79915,2022-07-14T00:00:00.000,https://www.walgreens.com/locator/walgreens-8045+n+loop+dr-el%20paso-tx-79915/id=6753,,POINT (-106.34841 31.729435)
